gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str
TNK2	TNK2_195867169-195867258_195866888-195867016_195867360-195868709	-0.258	0.0503532972649711	12		chr3:195867169-195867258	-
TNK2	TNK2_195867169-195867264_195866888-195867016_195867360-195868709	-0.242	0.0283940525853958	10		chr3:195867169-195867264	-
FAM228B	FAM228B_24167627-24167683_24095140-24095229_24169355-24169496	-0.3605	0.0393041751194219	12		chr2:24167627-24167683	+
PPIP5K2	PPIP5K2_103176866-103176910_103173857-103173972_103177666-103177774	-0.236	0.0212132034355964	4		chr5:103176866-103176910	+
AGL	AGL_99879923-99880046_99877640-99877828_99880631-99880795	-0.256	5.79795065144377e-17	12		chr1:99879923-99880046	+
TMEM129	TMEM129_1718986-1719228_1718754-1718881_1720632-1720781	-0.769	0.326683332908185	2		chr4:1718986-1719228	-
ANKRD53	ANKRD53_70984123-70984249_70982576-70982697_70984610-70985450	-0.602428571428572	0.211721402746516	7		chr2:70984123-70984249	+
TEKT4	TEKT4_94875588-94875742_94874775-94874998_94876552-94876823	-0.719	0.39739401102684	2		chr2:94875588-94875742	+
PPP1R42	PPP1R42_67017619-67017831_67012897-67013096_67021244-67021344	-0.778	0.156977705423414	2		chr8:67017619-67017831	-
PEAR1	PEAR1_156904944-156904998_156904747-156904852_156905323-156905424	-0.244666666666667	0.0446579593503032	3		chr1:156904944-156904998	+
C20orf96	C20orf96_289559-289676_283962-284081_290258-290307	-0.212666666666667	0.0125033328890074	3		chr20:289559-289676	-
AC025171.3	AC025171.3_43023919-43024097_43019235-43019316_43024198-43024607	-0.755	0.287066194456958	5		chr5:43023919-43024097	+
CASC1	CASC1_25119145-25119301_25114655-25114870_25123210-25123286	-0.946333333333333	0.0701165696061447	3		chr12:25119145-25119301	-
ZMIZ1	ZMIZ1_79310924-79311184_79307404-79307571_79312641-79316519	-0.223666666666667	0.0221058061754523	6		chr10:79310924-79311184	+
AC116353.6	AC116353.6_140591670-140591752_140590874-140590991_140592023-140592101	-0.409	0.0493423415199022	4		chr5:140591670-140591752	-
GOLM1	GOLM1_86084920-86085039_86079191-86079341_86100024-86100149	-0.345	0.0933380951166242	2		chr9:86084920-86085039	-
SOCS2-AS1	SOCS2-AS1_93565613-93565744_93545070-93545358_93566743-93566970	-0.37075	0.0784192790921552	4		chr12:93565613-93565744	-
RGS14	RGS14_177371475-177371589_177371349-177371396_177371872-177372166	-0.230818181818182	0.00723627226986634	11		chr5:177371475-177371589	+
ZMYND8	ZMYND8_47212642-47212725_47209213-47210897_47220257-47220324	-0.32475	0.0774827937889009	4		chr20:47212642-47212725	-
MBNL2	MBNL2_97366459-97366553_97357481-97357635_97391321-97391599	-0.298666666666667	0.11129719972518	6		chr13:97366459-97366553	+
ARHGAP26	ARHGAP26_143172959-143173032_143147230-143147381_143213996-143214088	-0.5005	0.23546655813512	2		chr5:143172959-143173032	+
ARHGAP26	ARHGAP26_143207383-143207473_143147230-143147381_143213996-143214088	-0.51425	0.182712454170729	12		chr5:143207383-143207473	+
MIAT	MIAT_26667185-26667310_26665456-26666937_26668157-26669655	-0.57525	0.0234716140618123	4		chr22:26667185-26667310	+
SORBS1	SORBS1_95336521-95337294_95322745-95322805_95339132-95339327	-0.75	0.0268700576850888	2		chr10:95336521-95337294	-
AL590560.2	AL590560.2_159840711-159840866_159837916-159838027_159841125-159841235	-0.6	0	4		chr1:159840711-159840866	-
LRRC37B	LRRC37B_32045700-32045818_32035564-32035639_32047760-32047901	-0.212	0	2		chr17:32045700-32045818	+
ITPRID1	ITPRID1_31553006-31553187_31529755-31529823_31554474-31554523	-0.876555555555556	0.0950593381934556	9		chr7:31553006-31553187	+
CDHR3	CDHR3_106017846-106018072_106015926-106016025_106020372-106020544	-0.77025	0.03464462440264	4		chr7:106017846-106018072	+
CDHR3	CDHR3_106022198-106022448_106020372-106020544_106024380-106024562	-0.5	0	6		chr7:106022198-106022448	+
ZMIZ2	ZMIZ2_44760151-44760228_44759280-44759460_44760424-44760593	-0.246	0.0285832118559129	3		chr7:44760151-44760228	+
GUSB	GUSB_65970282-65970366_65967730-65967907_65974294-65974401	-0.2232	0.0121454152300821	10		chr7:65970282-65970366	-
TEP1	TEP1_20372733-20372857_20371488-20371632_20373010-20373100	-0.418	0.045254833995939	2		chr14:20372733-20372857	-
KIAA1324L	KIAA1324L_86964904-86965024_86947726-86947922_87059324-87059631	-0.24	0	3		chr7:86964904-86965024	-
CACNB4	CACNB4_151971545-151971704_151883250-151883370_152098329-152098413	-0.5325	0.0162634559672906	2		chr2:151971545-151971704	-
PTPRD	PTPRD_8485762-8486349_8485226-8485327_8504260-8504405	-0.645666666666667	0.210960501832294	3		chr9:8485762-8486349	-
SH3KBP1	SH3KBP1_19545922-19546050_19541924-19542193_19549973-19550083	-0.234	0.0424264068711929	2		chrX:19545922-19546050	-
PON3	PON3_95377533-95377676_95372172-95372338_95390153-95390209	-0.711	0.0494974746830583	2		chr7:95377533-95377676	-
DPY19L2P2	DPY19L2P2_103184002-103184127_103175132-103175411_103185437-103185537	-0.4235	0.171826947828331	2		chr7:103184002-103184127	-
CCDC136	CCDC136_128806688-128806858_128805760-128805901_128817757-128817864	-0.332666666666667	0.192055547520329	3		chr7:128806688-128806858	+
CLEC5A	CLEC5A_141945341-141945400_141935813-141935950_141946806-141946936	-0.5085	0.0120208152801713	2		chr7:141945341-141945400	-
FAM126B	FAM126B_201052173-201052269_201045495-201045593_201071609-201071653	-0.2625	0.0700035713374682	2		chr2:201052173-201052269	-
LINC02680	LINC02680_27569787-27569933_27564429-27566937_27578370-27578713	-0.712	0.346255685873893	7		chr10:27569787-27569933	+
ELOC	ELOC_73969560-73969673_73955910-73956054_73972076-73972232	-0.387666666666667	0.293316097978501	3		chr8:73969560-73969673	-
DNAJC4	DNAJC4_64232430-64232614_64231870-64231964_64233893-64233980	-0.219444444444444	0.00776387646590141	9		chr11:64232430-64232614	+
AL592293.1	AL592293.1_15007732-15007882_15001633-15001732_15017354-15017527	-0.35	0.0791959594928933	2		chr9:15007732-15007882	+
CADM2	CADM2_85979164-85979283_85961468-85961647_86065604-86065730	-0.3275	0.109359172324175	8		chr3:85979164-85979283	+
NMRK1	NMRK1_75078326-75078582_75077489-75077580_75083086-75083150	-0.295666666666667	0.132004040342206	6		chr9:75078326-75078582	-
WASHC2A	WASHC2A_50127160-50127222_50126056-50126179_50127582-50127795	-0.391	0.0311126983722081	2		chr10:50127160-50127222	+
PCED1B-AS1	PCED1B-AS1_47206511-47206585_47205898-47206069_47209280-47209458	-0.255	0	4		chr12:47206511-47206585	-
PCED1B-AS1	PCED1B-AS1_47206511-47206588_47205897-47206069_47209280-47211406	-0.234	0	6		chr12:47206511-47206588	-
ANKRD18CP	ANKRD18CP_97172948-97173060_97170606-97170736_97178263-97178413	-1	0	6		chr9:97172948-97173060	-
LINC00836	LINC00836_25668216-25668330_25652868-25653042_25685849-25685971	-0.626444444444444	0.281867482654133	9		chr10:25668216-25668330	+
HDAC8	HDAC8_72494196-72494381_72490928-72491006_72495155-72495268	-0.436888888888889	0.21085862825863	9		chrX:72494196-72494381	-
GYG2	GYG2_2877200-2877307_2875809-2875914_2881051-2882818	-0.3018	0.0283143073374575	5		chrX:2877200-2877307	+
DENND6B	DENND6B_50316566-50316712_50316369-50316475_50317292-50317373	-0.315416666666667	0.127321681602391	12		chr22:50316566-50316712	-
HDAC10	HDAC10_50249103-50249168_50248830-50248859_50249327-50249454	-0.388	0.0672644036619667	5		chr22:50249103-50249168	-
TMEM191B	TMEM191B_18530156-18530196_18529935-18530008_18530254-18530459	-0.459	0	2		chr22:18530156-18530196	+
DONSON	DONSON_33583488-33583666_33582164-33582246_33584589-33584726	-0.286	0	3		chr21:33583488-33583666	-
SLC9A7	SLC9A7_46635589-46635648_46631585-46631649_46643235-46643389	-0.5312	0.0387453222983111	5		chrX:46635589-46635648	-
RTEL1	RTEL1_63689966-63690210_63689845-63689865_63690293-63690441	-0.245	5.99588961666477e-17	7		chr20:63689966-63690210	+
EPB41L1	EPB41L1_36113693-36113799_36092709-36092813_36173763-36173954	-0.234666666666667	0.0192959408512084	3		chr20:36113693-36113799	+
AC022137.3	AC022137.3_53445001-53445219_53431983-53432028_53446226-53446337	-0.5	0	3		chr19:53445001-53445219	+
VRK3	VRK3_50009236-50009289_50007568-50007826_50016023-50016163	-0.229	0.0347706773014274	3		chr19:50009236-50009289	-
SNRNP70	SNRNP70_49102114-49103587_49101389-49101471_49104633-49104735	-0.224666666666667	0.0197568553503166	3		chr19:49102114-49103587	+
C5AR1	C5AR1_47316469-47316583_47309860-47309898_47319780-47320186	-0.331333333333333	0.192899801278626	3		chr19:47316469-47316583	+
QPCTL	QPCTL_45698782-45698900_45698479-45698699_45701797-45701823	-0.243	5.8513891142945e-17	10		chr19:45698782-45698900	+
GUCD1	GUCD1_24554949-24555136_24548916-24549001_24555614-24555859	-0.384	0.029698484809835	2		chr22:24554949-24555136	-
ZNF728	ZNF728_22985655-22985831_22976633-22977110_22987307-22987367	-0.226	0.021	3		chr19:22985655-22985831	-
RFX2	RFX2_6039980-6040241_6016089-6016271_6110392-6110446	-0.429	0	2		chr19:6039980-6040241	-
ERG	ERG_38400574-38400645_38392375-38392444_38403505-38403709	-0.372	0	2		chr21:38400574-38400645	-
AQP4-AS1	AQP4-AS1_26867954-26868168_26865332-26865360_26924759-26924845	-0.232	0.0277848879788996	3		chr18:26867954-26868168	+
ESCO1	ESCO1_21539920-21540009_21536041-21536185_21560858-21560990	-0.211	0	5		chr18:21539920-21540009	-
CEP192	CEP192_13058294-13058435_13057584-13057733_13059081-13059213	-0.238	0.00848528137423856	2		chr18:13058294-13058435	+
HEXD	HEXD_82428030-82428127_82419748-82419883_82428557-82428645	-0.6295	0.0629325035256028	2		chr17:82428030-82428127	+
LLGL2	LLGL2_75574453-75574495_75574110-75574260_75574609-75574668	-0.449	0.073670437309231	7		chr17:75574453-75574495	+
MOSPD1	MOSPD1_134891479-134891640_134887631-134889192_134896816-134897034	-0.538142857142857	0.078745219053664	7		chrX:134891479-134891640	-
GFAP	GFAP_44903959-44904233_44903240-44903559_44904441-44904554	-0.498	0.250688053165682	5		chr17:44903959-44904233	-
SMARCE1	SMARCE1_40642455-40642559_40637095-40637572_40645575-40645619	-0.208333333333333	0.00288675134594813	3		chr17:40642455-40642559	-
LINC02693	LINC02693_21546706-21546799_21529285-21535538_21573225-21573735	-0.2445	0.0134350288425444	2		chr17:21546706-21546799	-
USP43	USP43_9701119-9701245_9700171-9700249_9701351-9701685	-0.426	1.1466334093198e-16	16		chr17:9701119-9701245	+
SPG7	SPG7_89555878-89556085_89554485-89554563_89556886-89557701	-0.3345	0.0728319984622144	2		chr16:89555878-89556085	+
SPG7	SPG7_89555921-89556085_89554485-89554563_89556886-89557343	-0.3385	0.0855599205235723	2		chr16:89555921-89556085	+
SPG7	SPG7_89555959-89556085_89554485-89554563_89556886-89557488	-0.3445	0.081317279836453	2		chr16:89555959-89556085	+
RPGRIP1L	RPGRIP1L_53622219-53622356_53619024-53619208_53636438-53636512	-0.72	0.149651261270996	5		chr16:53622219-53622356	-
AC135050.2	AC135050.2_31084780-31085024_31084557-31084703_31085109-31085260	-0.261	5.99588961666477e-17	7		chr16:31084780-31085024	-
TTC23	TTC23_99234988-99235080_99228532-99228732_99245388-99245510	-0.264666666666667	0.0322541986930901	3		chr15:99234988-99235080	-
LINC02210	LINC02210_45640389-45640455_45639436-45639520_45645900-45646232	-0.622	0.112927705487478	4		chr17:45640389-45640455	+
SRP14-AS1	SRP14-AS1_40046862-40047221_40045960-40046069_40056688-40057003	-0.609444444444444	0.302077850524956	9		chr15:40046862-40047221	+
RYR3	RYR3_33584395-33584490_33581507-33581643_33585997-33586116	-0.354	0	2		chr15:33584395-33584490	+
SNHG14	SNHG14_25189223-25189354_25187861-25187905_25189740-25189784	-0.536	0.042	4		chr15:25189223-25189354	+
CPT1B	CPT1B_50573808-50573921_50573519-50573715_50574334-50574419	-0.309285714285714	0.067825055069923	7		chr22:50573808-50573921	-
MEG3	MEG3_100836042-100836075_100835738-100835879_100836166-100836300	-0.295	0.0837973746605465	6		chr14:100836042-100836075	+
MEG3	MEG3_100836045-100836075_100835525-100835879_100836166-100836300	-0.2752	0.0711456253047227	5		chr14:100836045-100836075	+
CIDEB	CIDEB_24307818-24307920_24307370-24307515_24308478-24308830	-0.367714285714286	0.0448714892715915	14		chr14:24307818-24307920	-
DTNA	DTNA_34838094-34838171_34827592-34827676_34838744-34838837	-0.738166666666667	0.0230860708364734	6		chr18:34838094-34838171	+
TPP2	TPP2_102616956-102617051_102616395-102616500_102618721-102618846	-0.2405	0.0275771644662754	2		chr13:102616956-102617051	+
INTS6	INTS6_51451025-51451174_51430234-51430383_51451977-51452055	-0.364	0	5		chr13:51451025-51451174	-
EBPL	EBPL_49669777-49669846_49660722-49661208_49691253-49691463	-0.2995	0.0447962051964226	6		chr13:49669777-49669846	-
SPTBN5	SPTBN5_41860586-41860758_41858889-41858980_41861418-41861496	-0.421	5.93439168722175e-17	8		chr15:41860586-41860758	-
WASHC3	WASHC3_102050518-102050639_102046053-102046119_102061247-102061346	-0.2425	0.000707106781186548	2		chr12:102050518-102050639	-
ZDHHC17	ZDHHC17_76821058-76821167_76815856-76816019_76822405-76822531	-0.277	0.0208086520466848	3		chr12:76821058-76821167	+
ASXL1	ASXL1_32367727-32367729_32366383-32366466_32369014-32369123	-0.276285714285714	0.014103359950904	7		chr20:32367727-32367729	+
CNTN1	CNTN1_40895950-40896109_40828183-40828301_40908356-40908493	-0.296	0.0336551135292494	4		chr12:40895950-40896109	+
MAGOHB	MAGOHB_10612815-10612978_10610621-10610680_10613438-10613573	-0.22	0.0155563491861041	2		chr12:10612815-10612978	-
IGHG3	IGHG3_105770105-105770149_105769656-105769986_105770292-105770337	-0.663	0.172142382927622	5		chr14:105770105-105770149	-
DYRK4	DYRK4_4580824-4580977_4573329-4573356_4588936-4589017	-0.714714285714286	0.163574360547646	7		chr12:4580824-4580977	+
PKNOX2	PKNOX2_125410779-125410876_125410195-125410325_125411745-125411865	-0.222	0.00547722557505167	5		chr11:125410779-125410876	+
ATG16L2	ATG16L2_72823544-72823797_72822847-72822961_72824059-72824122	-0.492625	0.158732423098928	8		chr11:72823544-72823797	+
SF1	SF1_64765951-64766155_64764605-64765518_64766899-64767079	-0.640125	0.0393970176536245	8		chr11:64765951-64766155	-
ZNF573	ZNF573_37755201-37755261_37740083-37740180_37770004-37770097	-0.5735	0.183140656327316	2		chr19:37755201-37755261	-
TTC17	TTC17_43436164-43436334_43414589-43414776_43443324-43443584	-0.2095	0.00494974746830584	2		chr11:43436164-43436334	+
AC012184.3	AC012184.3_70341940-70342099_70333782-70333960_70346198-70346747	-0.4	6.79869977755259e-17	3		chr16:70341940-70342099	-
MPPED2	MPPED2_30535994-30536175_30495295-30495521_30580245-30580494	-0.316	5.74595004362039e-17	15		chr11:30535994-30536175	-
SAMD4A	SAMD4A_54737024-54737287_54702061-54702580_54748814-54748924	-0.282	0.0510607481339629	6		chr14:54737024-54737287	+
STK33	STK33_8413495-8413692_8391867-8392710_8435493-8435579	-0.279666666666667	0.00803118920210449	9		chr11:8413495-8413692	-
CYP2E1	CYP2E1_133532124-133532284_133531584-133531734_133532691-133532868	-0.24	0	4		chr10:133532124-133532284	+
CDHR1	CDHR1_84211001-84211165_84208728-84208881_84211647-84211715	-0.444	0	6		chr10:84211001-84211165	+
STAU2	STAU2_73709032-73709162_73673138-73673242_73738283-73738344	-0.3982	0.144158593222881	5		chr8:73709032-73709162	-
STAU2	STAU2_73709032-73709177_73688653-73688813_73738283-73738349	-0.301666666666667	0.110346424198219	3		chr8:73709032-73709177	-
GUCY1A1	GUCY1A1_155710682-155711251_155708235-155708294_155713097-155713583	-0.4	5.88784672006416e-17	9		chr4:155710682-155711251	+
TSPOAP1-AS1	TSPOAP1-AS1_58346280-58346343_58337307-58337679_58351734-58351914	-0.22	0.0105356537528527	3		chr17:58346280-58346343	+
SEPTIN7	SEPTIN7_35831353-35831496_35801217-35801270_35832797-35832900	-0.304	0	2		chr7:35831353-35831496	+
NAA25	NAA25_112049483-112049611_112048291-112048443_112053557-112053657	-0.339357142857143	0.0564059559632834	14		chr12:112049483-112049611	-
AFF3	AFF3_100063126-100063249_100011496-100011571_100104401-100104525	-0.3515	0.00777817459305203	2		chr2:100063126-100063249	-
ABCC5	ABCC5_183985304-183985378_183983752-183984894_183987769-183987917	-0.363666666666667	0.0490747728811182	3		chr3:183985304-183985378	-
ABCC5	ABCC5_183985304-183985455_183983752-183984894_183987769-183987917	-0.450333333333333	0.0860251901092542	3		chr3:183985304-183985455	-
SFXN2	SFXN2_102716614-102716711_102714537-102714681_102726611-102726777	-0.241	0.0127279220613578	2		chr10:102716614-102716711	+
SDAD1	SDAD1_75974076-75974133_75973316-75973391_75975743-75975844	-0.243	0	2		chr4:75974076-75974133	-
MRNIP	MRNIP_179851243-179851337_179841907-179842064_179853377-179853437	-0.3418	0.137305134645431	5		chr5:179851243-179851337	-
MED23	MED23_131615324-131615341_131610045-131610246_131615906-131616002	-0.469	0.0424264068711929	2		chr6:131615324-131615341	-
ITIH4	ITIH4_52818462-52818536_52818051-52818283_52819392-52819518	-0.376	0	2		chr3:52818462-52818536	-
ZNF180	ZNF180_44485036-44485157_44484360-44484435_44497283-44497377	-0.301	0.0818343274112835	8		chr19:44485036-44485157	-
LRRC40	LRRC40_70189092-70189273_70184784-70184914_70205389-70205579	-0.323166666666667	0.0149988888477336	6		chr1:70189092-70189273	-
PDE4DIP	PDE4DIP_149010443-149010595_149009567-149009791_149016298-149016550	-0.23575	0.0110867789130417	4		chr1:149010443-149010595	+
ZGRF1	ZGRF1_112607816-112607937_112605559-112606091_112609378-112609429	-0.2835	0.0629325035256027	2		chr4:112607816-112607937	-
NR2F2-AS1	NR2F2-AS1_96288664-96288755_96285325-96285459_96290629-96290783	-0.33775	0.0728028158796073	4		chr15:96288664-96288755	-
MTHFD2L	MTHFD2L_74180687-74180866_74175280-74175403_74199793-74199946	-0.262666666666667	0.0304357246231026	3		chr4:74180687-74180866	+
MLH1	MLH1_36994830-36994953_36993763-36993890_36996618-36996709	-0.2635	0.0700035713374682	2		chr3:36994830-36994953	+
ADCK1	ADCK1_77827854-77827971_77822434-77822518_77859075-77859279	-0.281	0.0586117166898678	4		chr14:77827854-77827971	+
TBCE	TBCE_235432946-235433098_235430704-235430804_235434203-235434280	-0.27	0.0510930523652678	5		chr1:235432946-235433098	+
TBCE	TBCE_235432946-235433171_235430704-235430804_235434203-235434280	-0.267875	0.0580355494503154	8		chr1:235432946-235433171	+
MACROH2A1	MACROH2A1_135350823-135350913_135345967-135346057_135352945-135362901	-0.3118	0.0633774407814011	5		chr5:135350823-135350913	-
MTERF4	MTERF4_241095130-241096438_241094276-241094432_241097242-241097427	-0.3692	0.044409458452001	5		chr2:241095130-241096438	-
MTERF4	MTERF4_241099396-241099894_241094405-241094432_241102252-241102287	-0.295666666666667	0.0438710230866191	6		chr2:241099396-241099894	-
ARID4B	ARID4B_235213769-235214026_235196030-235196115_235219792-235219968	-0.258125	0.0345891704769819	8		chr1:235213769-235214026	-
CCDC88B	CCDC88B_64354004-64354028_64353714-64353813_64355193-64355400	-0.346333333333333	0.0404639757479827	3		chr11:64354004-64354028	+
DNAJC10	DNAJC10_182739545-182739709_182732498-182732542_182740298-182740384	-0.312	0.138592929112563	2		chr2:182739545-182739709	+
IRF2	IRF2_184408158-184408275_184398914-184399079_184418531-184418590	-0.2885	0.00899999999999998	4		chr4:184408158-184408275	-
INTS4P1	INTS4P1_65202517-65202637_65200617-65200698_65209753-65209813	-0.608	0.281221442994662	5		chr7:65202517-65202637	+
DCAF17	DCAF17_171447386-171447503_171443522-171443613_171448680-171448817	-0.6715	0.154021751710594	6		chr2:171447386-171447503	+
FOPNL	FOPNL_15882949-15883048_15873490-15873627_15884007-15884205	-0.8955	0.036062445840514	2		chr16:15882949-15883048	-
WDSUB1	WDSUB1_159248372-159248512_159235792-159236190_159256195-159256375	-0.2489	0.00872353139502575	10		chr2:159248372-159248512	-
CEP85L	CEP85L_118511298-118511415_118491430-118491865_118523801-118523920	-0.339	0	6		chr6:118511298-118511415	-
ZNF148	ZNF148_125314937-125315053_125313307-125313656_125323308-125323444	-0.242	0.0551543289325507	2		chr3:125314937-125315053	-
CAPZB	CAPZB_19342752-19342864_19338822-19339617_19344357-19344434	-0.2855	0.0861922270277315	6		chr1:19342752-19342864	-
CHTOP	CHTOP_153642246-153642429_153638083-153638448_153645063-153646302	-0.203	0	5		chr1:153642246-153642429	+
CD55	CD55_207340391-207340508_207339396-207339417_207359545-207360501	-0.335	0.153443149081345	6		chr1:207340391-207340508	+
UBE4B	UBE4B_10107222-10107374_10106196-10106583_10117458-10117600	-0.5398	0.235281297363154	10		chr1:10107222-10107374	+
RANBP17	RANBP17_171161407-171161466_171028871-171028989_171170129-171170203	-0.329	0.0600499791840097	4		chr5:171161407-171161466	+
NEDD1	NEDD1_96907604-96907624_96907229-96907300_96909751-96909895	-0.7455	0.125913991809224	4		chr12:96907604-96907624	+
POT1-AS1	POT1-AS1_125118629-125118722_125116873-125117028_125125824-125125977	-0.569333333333333	0.204842215701094	3		chr7:125118629-125118722	+
TMEM175	TMEM175_948116-948154_932479-932540_950420-950518	-0.35225	0.0630733699749744	4		chr4:948116-948154	+
RWDD3	RWDD3_95244211-95244715_95234210-95234315_95246541-95246657	-0.382666666666667	0.0624745281428093	6		chr1:95244211-95244715	+
UNC13B	UNC13B_35351294-35353810_35341829-35342344_35366946-35366993	-0.8335	0.23546655813512	2		chr9:35351294-35353810	+
C1orf61	C1orf61_156414056-156414298_156413412-156413497_156414653-156414753	-0.271333333333333	0.0932862976719161	3		chr1:156414056-156414298	-
C1orf61	C1orf61_156414084-156414298_156413412-156413497_156414653-156414753	-0.286	0.10040916292849	2		chr1:156414084-156414298	-
AGPAT4	AGPAT4_161165577-161165713_161153345-161153499_161166247-161166417	-0.320333333333333	0.0382796725865482	3		chr6:161165577-161165713	-
MAGI2-AS3	MAGI2-AS3_79455890-79456180_79453975-79454244_79458846-79458999	-0.3565	0.201525432638166	2		chr7:79455890-79456180	+
LINC01357	LINC01357_112876940-112876984_112850027-112850427_112877729-112877871	-0.339	0	2		chr1:112876940-112876984	+
NDUFA6-DT	NDUFA6-DT_42122793-42122888_42091351-42091600_42124046-42124130	-0.3465	0.096873629022557	2		chr22:42122793-42122888	+
YIPF1	YIPF1_53889244-53889463_53888906-53888986_53889712-53889780	-0.303	0.0141067359796659	3		chr1:53889244-53889463	-
SEMA6C	SEMA6C_151137986-151138105_151137710-151137799_151138315-151138406	-0.209	0.00599999999999999	4		chr1:151137986-151138105	-
MPPE1	MPPE1_11905738-11905953_11896983-11897356_11908200-11908315	-0.3915	0.0630452218649439	6		chr18:11905738-11905953	-
KCP	KCP_128879913-128880085_128879717-128879829_128880385-128880528	-0.70775	0.0665	4		chr7:128879913-128880085	-
REV1	REV1_99451345-99451501_99449335-99449504_99462495-99462622	-0.252	0.0288328516337412	4		chr2:99451345-99451501	-
TPTEP1	TPTEP1_16647605-16647785_16638578-16638740_16648526-16648648	-0.558571428571429	0.0639110244607223	7		chr22:16647605-16647785	+
FAM149B1	FAM149B1_73177846-73177975_73174686-73174791_73192555-73192698	-0.2148	0.00576194411635518	5		chr10:73177846-73177975	+
ZNF90	ZNF90_20121222-20121346_20105220-20105316_20125005-20126166	-0.551	0	2		chr19:20121222-20121346	+
HDAC9	HDAC9_18629350-18629481_18593907-18594029_18634626-18634742	-0.5346	0.0396396266379995	5		chr7:18629350-18629481	+
FAM161A	FAM161A_61836583-61836872_61836009-61836109_61838537-61838705	-0.397333333333333	0.207858926518284	3		chr2:61836583-61836872	-
NTAN1	NTAN1_15048078-15048099_15047854-15047920_15055890-15056039	-0.3022	0.0508448620806468	5		chr16:15048078-15048099	-
APC	APC_112823307-112823360_112821948-112821991_112827107-112827247	-0.291666666666667	0.0946801633571327	3		chr5:112823307-112823360	+
CDC42BPA	CDC42BPA_227219263-227219420_227213135-227213219_227254063-227254155	-0.275	0.0625459830844476	4		chr1:227219263-227219420	-
TCERG1	TCERG1_146510067-146510160_146509144-146509245_146510440-146510765	-0.4054	0.145980478146908	5		chr5:146510067-146510160	+
TJP1	TJP1_29719777-29720016_29718265-29719138_29720357-29720708	-0.229	0.00424264068711929	2		chr15:29719777-29720016	-
ERCC6L2	ERCC6L2_95954728-95954922_95941453-95941549_95955913-95956013	-0.2535	0.0366651514838454	4		chr9:95954728-95954922	+
HSF4	HSF4_67167303-67167402_67167119-67167222_67167474-67167599	-0.299	0.104651803615609	2		chr16:67167303-67167402	+
ELMOD3	ELMOD3_85355555-85355716_85354725-85354829_85356966-85357252	-0.5	0	2		chr2:85355555-85355716	+
ELMOD3	ELMOD3_85355555-85355896_85354805-85354829_85356966-85357252	-0.4	0	2		chr2:85355555-85355896	+
KIRREL3	KIRREL3_126435268-126435303_126430941-126431526_126436810-126437009	-0.3265	0.0431335136523794	2		chr11:126435268-126435303	-
ARID5A	ARID5A_96549321-96549459_96547401-96547517_96549752-96549805	-0.262142857142857	0.0447527599574543	7		chr2:96549321-96549459	+
SOX2-OT	SOX2-OT_181056697-181056786_181030569-181030689_181088876-181088917	-0.691	0.27295878809813	5		chr3:181056697-181056786	+
NRG1	NRG1_32742008-32742075_32727948-32728078_32742674-32743224	-0.2875	0.102530483272049	2		chr8:32742008-32742075	+
CNR1	CNR1_88147664-88147806_88145040-88145337_88165802-88165915	-0.47775	0.103532201109928	4		chr6:88147664-88147806	-
GTF2IP12	GTF2IP12_119444874-119445027_119444367-119444433_119445311-119445527	-0.349	0.089095454429505	2		chr4:119444874-119445027	-
LINC01141	LINC01141_20400935-20400987_20399479-20399549_20405574-20405694	-0.62875	0.180516619733475	4		chr1:20400935-20400987	-
ZPLD2P	ZPLD2P_26227404-26227555_26225319-26225703_26227793-26227996	-0.552333333333333	0.0146401275039985	3		chr1:26227404-26227555	+
LGI1	LGI1_93793894-93794161_93793185-93793350_93796967-93798108	-0.25	0	2		chr10:93793894-93794161	+
JADE2	JADE2_134576768-134577038_134573756-134573762_134578496-134579475	-0.296	0.0383633940104365	9		chr5:134576768-134577038	+
LIAS	LIAS_39468119-39468427_39467517-39467646_39470018-39470164	-0.346	0.117379725676967	2		chr4:39468119-39468427	+
PPIEL	PPIEL_39523562-39523697_39522279-39522505_39529054-39529164	-0.5564	0.1131251519336	5		chr1:39523562-39523697	-
ENTPD1-AS1	ENTPD1-AS1_95897558-95897679_95873166-95876660_95904829-95904935	-0.362166666666667	0.0648827146986519	6		chr10:95897558-95897679	-
WASHC5	WASHC5_125083713-125083776_125083112-125083258_125091614-125091819	-0.248	0	3		chr8:125083713-125083776	-
TM2D1	TM2D1_61686792-61686895_61683496-61683546_61694696-61694770	-0.2532	0.0470712226312425	5		chr1:61686792-61686895	-
MFSD8	MFSD8_127921860-127921963_127917932-127921771_127930682-127930817	-0.298	0	8		chr4:127921860-127921963	-
ST3GAL3	ST3GAL3_43921443-43921638_43920781-43920928_43930131-43931057	-0.314333333333333	0.0725005747103658	3		chr1:43921443-43921638	+
SLC15A4	SLC15A4_128809943-128810053_128809395-128809473_128814774-128815070	-0.352	0.0834386001800126	2		chr12:128809943-128810053	-
DCUN1D4	DCUN1D4_51860543-51860663_51843102-51843267_51863436-51863507	-0.407	0.265872149726142	2		chr4:51860543-51860663	+
AHDC1	AHDC1_27553074-27553185_27534034-27534916_27558705-27558883	-0.369	0	3		chr1:27553074-27553185	-
RPGR	RPGR_38287094-38287245_38276586-38276772_38290958-38291024	-0.5282	0.060931929232546	5		chrX:38287094-38287245	-
