Splice ID	Case	Sample	Histology	CNS	Type
KDM4A:43653663-43653799_43653305-43653313_43655590-43655766	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SCAMP3:155261657-155261734_155260329-155260450_155262085-155262360	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SIGMAR1:34636374-34637089_34634753-34635858_34637219-34637420	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
EEF1G:62572584-62572742_62571837-62571901_62573830-62573891	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GGA3:75243063-75243166_75242830-75242911_75243446-75243570	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GGA3:75243063-75243258_75242883-75242911_75243446-75243570	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NUTM2B-AS1:79808759-79808832_79806038-79806122_79814612-79814716	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NUTM2B-AS1:79808759-79808963_79806038-79806122_79814612-79814716	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
AFAP1L2:114300445-114300690_114300193-114300362_114301353-114301465	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CTBP2:125088191-125088319_125039045-125039155_125110989-125111093	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PDPR:70114821-70114930_70114331-70114440_70120460-70120719	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
KIAA0100:28633895-28634086_28633548-28633751_28634516-28635609	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PC:66957740-66957996_66954248-66954436_66958321-66958372	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CAPN15:536029-536142_533945-533998_546816-548287	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
UCHL3:75589938-75590129_75569459-75569507_75594914-75594990	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
RGL2:33294688-33294762_33293794-33294066_33294976-33295045	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ATP5MC1:48894349-48894449_48893408-48893456_48895155-48895334	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZSCAN32:3390010-3390183_3384083-3384941_3397191-3397787	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CDIPT:29862586-29862635_29861105-29861259_29862814-29863276	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PPP2R5C:101912401-101912473_101909588-101909690_101925140-101927519	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RPS6KL1:74921978-74922442_74921276-74921561_74923179-74923251	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SPATA20:50547665-50547954_50547204-50547285_50548282-50548453	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
HCFC1:153958569-153958766_153958024-153958249_153959330-153959491	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PCBP3:45913951-45914025_45910901-45911030_45917587-45917629	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PCBP3:45913951-45914094_45910901-45911030_45917587-45917629	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TTYH1:54429307-54429379_54426672-54426768_54430549-54430605	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
LTBP4:40622950-40623021_40619346-40619493_40623603-40623732	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GRIK3:36880634-36880891_36872187-36872369_36890919-36891096	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RNF181:85596822-85596931_85596518-85596649_85597444-85597708	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RNF181:85596953-85597178_85596518-85596649_85597444-85597613	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RNF181:85597104-85597178_85596518-85596649_85597444-85597604	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PDGFA:518939-519068_517393-517490_519959-520296	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FBXO9:53080968-53081098_53076485-53076543_53082503-53082618	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
VANGL2:160416062-160416182_160415647-160415908_160419001-160419609	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FAIM:138619711-138619770_138609071-138609146_138621406-138621539	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SLC29A4:5287806-5287985_5282961-5283082_5290731-5290863	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SLC29A4:5287809-5287985_5282942-5283082_5290731-5290863	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NCALD:101745831-101745993_101719620-101719648_101790861-101790947	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MPHOSPH6:82151238-82151352_82149381-82149403_82151423-82151514	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SH3D19:151181689-151181729_151179354-151179397_151187422-151187463	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ARHGEF1:41905175-41905261_41904948-41905036_41905759-41905827	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RNPEP:201997319-201997554_201996146-201996263_201999901-201999945	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GALNT10:154329572-154329738_154297940-154298079_154376276-154376367	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PARD3:34696318-34696419_34516978-34517159_34814875-34815296	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MIOS:7567607-7567688_7566883-7567072_7572435-7572667	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
DRAXIN:11709275-11709465_11691709-11691853_11711850-11711965	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZNF692:248856288-248856422_248855557-248855946_248856513-248856562	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZNF692:248856373-248856422_248855557-248855946_248856513-248856562	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SSBP4:18427752-18427813_18427350-18427423_18427897-18427982	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
AKR1A1:45561789-45561878_45550825-45551155_45566568-45566688	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GLYR1:4813737-4813955_4811975-4812248_4814536-4814629	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GRIK4:120653685-120653792_120511747-120511887_120660268-120660400	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GRIK4:120653688-120653792_120511745-120511887_120660268-120660400	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
LAMTOR4:100149499-100149565_100148933-100148975_100153399-100153517	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
LAMTOR4:100149499-100149579_100148912-100148975_100153399-100153517	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
DCAF8:160261285-160261350_160243959-160244034_160262116-160262451	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PHF12:28926782-28926873_28923908-28924302_28926990-28927063	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CERS4:8251044-8251249_8209325-8209494_8254498-8254602	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CERS4:8251076-8251249_8209355-8209494_8254498-8254616	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
KCNIP1:170669499-170669660_170504035-170504633_170718757-170718882	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PEX2:76988307-76988338_76980257-76984195_76999989-77000078	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SH3GLB2:129021091-129021219_129014770-129014904_129028091-129028185	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
DPH7:137577577-137577603_137576079-137576167_137578624-137578717	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CUEDC2:102425115-102425198_102424648-102424792_102432525-102432574	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PPP2R5B:64928066-64928158_64927733-64927903_64928294-64928425	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CCDC82:96389365-96389523_96387529-96387613_96389843-96389891	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PI4KB:151294409-151294541_151293618-151294138_151298807-151298992	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FARP1:98438804-98438872_98435575-98435706_98439106-98439196	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
HNRNPC:21211406-21211563_21210612-21211306_21211809-21211923	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
HNRNPC:21211406-21211566_21209146-21211306_21211809-21211903	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZNF263:3285681-3285754_3283505-3284205_3286022-3286149	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CDK12:39556864-39557058_39556285-39556413_39564759-39564907	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
TADA3:9785316-9785425_9779966-9780549_9787005-9787109	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZNF536:30352368-30352484_30284071-30284141_30443560-30443978	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
FAM66A:12370761-12370828_12368238-12368302_12387740-12387865	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ACTR1A:102481837-102481898_102481131-102481172_102482000-102482175	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
KREMEN1:29125263-29125416_29098861-29098953_29137341-29137674	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
WHRN:114466267-114466392_114424987-114426413_114478552-114478572	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZBTB20:114380777-114380940_114380216-114380404_114383615-114383641	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PRKACB:84184037-84184135_84182199-84182328_84185099-84185182	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FAM162B:116765147-116765255_116761976-116762085_116765404-116765719	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
FBH1:5906037-5906632_5890247-5890346_5908924-5909055	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ROBO1:78600113-78600309_78597238-78598927_78606732-78607041	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
GRB10:50755887-50756056_50710874-50710990_50793223-50793313	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ABTB1:127676967-127677083_127676535-127676581_127677167-127677193	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ITPR1:4795065-4795187_4787946-4788139_4800424-4800600	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ZNF451:57124734-57124859_57099060-57099141_57133041-57133154	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CCDC102B:68823366-68823416_68798079-68798181_68836748-68837040	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
GLIPR2:36147786-36147894_36136535-36136791_36150871-36150949	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NAT9:74775599-74775707_74773575-74773685_74776266-74776351	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
COMMD2:149752210-149752287_149751322-149751485_149752377-149752450	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
EIF2D:206605400-206605507_206600262-206600308_206608235-206608295	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NKIRAS1:23911329-23911446_23910810-23910921_23916783-23916969	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NKIRAS1:23911329-23911450_23910810-23910921_23916783-23916924	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SH3D21:36319071-36319164_36309547-36309590_36319674-36320798	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ANGPT1:107284682-107284848_107264220-107264351_107293935-107294037	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
LOXL2:23370643-23370762_23368064-23368434_23403953-23404226	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
PABIR2:134789580-134789636_134789222-134789266_134793814-134793893	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
STAG2:124090854-124090964_124090574-124090764_124094017-124094144	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NLGN3:71153477-71153536_71147549-71148206_71155213-71155363	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TFIP11:26511119-26511195_26510616-26510702_26512098-26512175	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TANGO2:20053360-20053551_20052464-20052584_20055942-20056013	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TANGO2:20053437-20053551_20052464-20052584_20055942-20056013	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EPB41L1:36209488-36209898_36197858-36198041_36212271-36212376	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
U2AF2:55658862-55658981_55655108-55655153_55659209-55659345	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TTYH1:54416056-54416924_54415511-54415678_54419127-54419306	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EMC10:50481861-50481947_50480883-50480977_50482148-50483351	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FCGRT:49514211-49514486_49513881-49514133_49524506-49524776	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
FCGRT:49521695-49521813_49513881-49514486_49524506-49524568	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000268434:45780214-45780381_45779777-45779869_45782192-45782250	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
AKT2:40265259-40265351_40256925-40257054_40285180-40285342	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SIRT2:38898379-38898425_38893818-38893867_38899505-38899618	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SIRT2:38898379-38898425_38893818-38893971_38899505-38899618	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
YIF1B:38306914-38306990_38305113-38305507_38307427-38307521	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
APLP1:35874504-35874662_35873638-35873713_35874740-35874869	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RBM42:35632936-35633001_35631330-35631405_35633097-35633252	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TNRC18:5361594-5361722_5359397-5359569_5361896-5362033	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
REPIN1:150369671-150369868_150368789-150368941_150371227-150371392	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
REPIN1:150369742-150369868_150368808-150368941_150371227-150372242	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
REPIN1:150370760-150370884_150369670-150369868_150371230-150371632	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MRPS33:141010419-141010617_141006168-141006535_141014910-141014966	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MRPS33:141010419-141010660_141002609-141006535_141014910-141014952	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RAPGEF2:159243774-159243791_159241200-159241368_159304341-159304473	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RBM39:35713702-35713857_35713018-35713096_35714184-35714389	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RBM39:35740525-35740597_35738967-35739017_35740823-35740887	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RHBDD2:75881365-75881486_75878998-75879260_75881828-75882124	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZNHIT3:36486935-36486966_36486680-36486785_36492812-36492899	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MAP3K4:161108951-161109041_161108742-161108859_161109754-161109914	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PPP4C:30081200-30081310_30076314-30076475_30082483-30082534	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PPP4C:30081259-30081310_30076224-30076475_30082483-30082534	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RNF8:37381150-37381354_37376925-37377033_37390741-37391168	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ANXA6:151110627-151110644_151109752-151109846_151117126-151117180	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
HUWE1:53625786-53626034_53625156-53625258_53627409-53627515	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
USP21:161160366-161160506_161159449-161159678_161160619-161161240	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
U2AF1L4:35743155-35743345_35742530-35742803_35743808-35743904	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PAM:102974116-102974436_102961157-102961229_102990271-102990401	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PAM:103025134-103025334_103019789-103019843_103028181-103028238	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EDIL3:84229855-84229884_84180392-84180521_84254083-84254212	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ENSG00000286221:81001248-81001334_80997313-80997429_81006733-81006886	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DTNA:34829400-34829489_34827592-34827676_34848295-34848383	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DMPK:45780323-45780381_45779777-45779869_45782192-45782552	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FAM189A2:69386559-69387683_69385794-69385947_69388157-69388450	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MEAF6:37496547-37496604_37495873-37495918_37501803-37501996	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ACP1:272037-272065_271865-271939_272191-272305	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
KDM5A:286126-286207_285455-285662_292758-292925	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
KIF1C:4999013-4999046_4997953-4998156_4999849-4999970	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SUMF2:56078922-56079039_56078363-56078508_56079527-56079736	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PCDHGC3:141478394-141478546_141476000-141476146_141494806-141494865	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PROM1:15979881-15979904_15971042-15971082_15980421-15980537	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TMEM175:947709-947892_932386-932540_950420-950518	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TMEM175:947709-948154_932474-932540_950420-950491	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
YJU2B:13761491-13761568_13759075-13759272_13762298-13762437	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DLG1:197075837-197075870_197069216-197069260_197076585-197076682	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DLG1:197076586-197076685_197075836-197075870_197081050-197081117	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SKA2:59119299-59119495_59112090-59112345_59131280-59131367	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SKA2:59119319-59119495_59109856-59112345_59131280-59131367	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TTLL3:9833104-9833245_9828678-9829395_9834680-9834907	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TTLL3:9833104-9833273_9828959-9829395_9834680-9835096	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
AGBL5:27069048-27069094_27068631-27068744_27069572-27069706	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DNAJC5:63931109-63931182_63930850-63931022_63931464-63936031	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
KIDINS220:8747145-8747201_8736867-8736999_8747886-8748000	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PLD3:40365718-40365930_40365552-40365585_40366418-40366464	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SERP2:44390357-44390578_44379640-44379713_44397271-44397710	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GUK1:228141124-228141288_228140264-228140363_228145510-228145624	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GUK1:228141124-228141507_228140317-228140363_228145510-228145624	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
STUM:226600666-226600674_226596801-226596981_226602005-226609230	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
COL11A1:103025800-103025952_103025520-103025613_103026215-103026332	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
PORCN:48512835-48512852_48512588-48512719_48514239-48514365	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
COL16A1:31679804-31679851_31679631-31679685_31680041-31680101	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
AQP4-AS1:26892871-26892992_26865218-26865360_26924759-26924845	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
LRRN2:204633144-204633246_204619899-204620218_204685319-204685366	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CXXC5:139679847-139679940_139648660-139648845_139680363-139680556	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
STARD3NL:38179090-38179145_38178350-38178420_38207446-38207729	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
UBA7:49812648-49812738_49812407-49812543_49813061-49813168	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
NEK1:169508769-169508852_169508247-169508331_169537808-169537911	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MTMR14:9689964-9690143_9688943-9689082_9701789-9702393	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MTMR14:9697711-9697866_9688943-9689082_9701789-9702216	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ADGRB2:31744193-31744357_31742837-31743002_31744647-31744731	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CEP43:167013508-167013567_167010812-167010893_167022408-167022635	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
TPM3:154172029-154172104_154171412-154171488_154172907-154172978	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ADGRL3:62028855-62028881_61998173-61998265_62031441-62031610	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FBXO44:11655328-11655699_11654856-11654952_11655805-11656100	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
C1orf50:42767509-42767624_42767244-42767390_42773562-42773649	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CPNE1:35658930-35659014_35632794-35632923_35664801-35664837	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ADCY5:123296980-123297054_123296083-123296216_123297352-123297382	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
RNF175:153748645-153748786_153728206-153728361_153751437-153751475	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LSAMP:115834562-115834597_115809793-115810414_115841844-115841993	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
UBXN2B:58434858-58434948_58434394-58434504_58439632-58439770	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CLSTN1:9756481-9756510_9755113-9755309_9773271-9773394	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
MRPL55:228108437-228108474_228108234-228108318_228109260-228109299	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MRPL55:228108437-228109021_228108113-228108318_228109148-228109278	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MRPL55:228108437-228109021_228108113-228108318_228109260-228109290	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
FBXW11:171914343-171914405_171910571-171910797_172006457-172006873	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
USP4:49278814-49278902_49277143-49278451_49280743-49280847	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
KLC1:103684986-103685036_103679308-103679518_103685637-103685702	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DAAM2:39886421-39886447_39883961-39884069_39887485-39887592	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LRP8:53257240-53257464_53255116-53255185_53258318-53258465	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SCAMP5:75007588-75007728_74995555-74995673_75011791-75011846	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SCAMP5:75007661-75007728_74995572-74995673_75011791-75011846	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
APEH:49674489-49674621_49674350-49674413_49675693-49675787	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CSF1:109923166-109923711_109921846-109921994_109924059-109924190	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
UBE2D2:139562244-139562407_139561166-139561815_139600371-139600435	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SNHG17:38425935-38426052_38421005-38421098_38426418-38426503	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MAP4K3:39307943-39308005_39299742-39299801_39309460-39309519	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
PRRC2B:131494405-131494486_131492168-131492260_131495739-131500171	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZFAND6:80098416-80098578_80072563-80072647_80120327-80120405	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RPS3A:151100975-151101162_151099627-151099714_151102870-151102932	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
ABI1:26763880-26763960_26759061-26759235_26765217-26765318	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ABI1:26763880-26763960_26759061-26759238_26765217-26765318	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ENSG00000233184:101083461-101083574_101077362-101077508_101086851-101087193	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
NEK7:198220999-198221110_198156993-198157276_198232552-198232637	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
C20orf96:289559-289676_283962-284081_290258-290307	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZEB2:144424796-144424864_144404835-144405024_144429768-144430026	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ZEB2:144424796-144424953_144404835-144405024_144429768-144430026	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
LINC01088:78973000-78973052_78971549-78971876_79086095-79086262	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CMC2:80998285-80998351_80997313-80997429_81006733-81006839	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CMC2:80998285-80998354_80997313-80997429_81006733-81006875	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CMC2:80998285-80998473_80997313-80997429_81006733-81006894	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
GARS1-DT:30584711-30584808_30579230-30579314_30585329-30585459	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
UAP1:162592735-162592782_162590322-162590511_162597791-162597858	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
SELENON:25802016-25802117_25801042-25801160_25805141-25805275	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
EMC4:34228437-34228589_34227694-34227846_34229752-34230156	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CEP78:78265859-78265906_78265371-78265543_78266441-78266564	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MAP4K4:101860825-101860986_101859642-101859864_101863820-101864051	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
MAP4K4:101868029-101868037_101867211-101867309_101869621-101869797	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
RTN4:55025086-55027485_54987490-54987698_55028163-55028220	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TMEM219:29972042-29972140_29971407-29971578_29972949-29973048	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
DGUOK:73932598-73932683_73926896-73927052_73946718-73946906	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
CLDND1:98521653-98521696_98521132-98521442_98522541-98522606	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CLDND1:98521653-98521703_98521132-98521442_98522541-98522605	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
CLDND1:98521653-98521718_98521132-98521442_98522541-98522602	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
SF1:64765951-64766155_64764605-64765518_64766899-64767079	SE	BS_MFGZH8FK	H3 WT	1776	Skipping
TMUB2:44187907-44188009_44187271-44187743_44188934-44189299	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ECHDC2:52906519-52906611_52905033-52905090_52907867-52907954	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
ECHDC2:52913895-52914095_52911722-52911790_52921552-52921919	SE	BS_MFGZH8FK	H3 WT	1776	Inclusion
