Parent=ENST00000000233.10	gene_name=ARF5
Parent=ENST00000588982.5	gene_name=ZBTB7C
Parent=ENST00000588991.7	gene_name=GPI
Parent=ENST00000588992.5	gene_name=IGFLR1
Parent=ENST00000588993.1	gene_name=ZNF260
Parent=ENST00000588994.5	gene_name=MGRN1
Parent=ENST00000588998.5	gene_name=ECSIT
Parent=ENST00000589005.5	gene_name=ZNF227
Parent=ENST00000589011.1	gene_name=MACC1
Parent=ENST00000589017.6	gene_name=PRKAR1A
Parent=ENST00000589018.5	gene_name=ZFP30
Parent=ENST00000589028.6	gene_name=ERC1
Parent=ENST00000589037.5	gene_name=RPL27
Parent=ENST00000589042.5	gene_name=TTN
Parent=ENST00000589046.1	gene_name=ZNF345
Parent=ENST00000589048.2	gene_name=PALM3
Parent=ENST00000589049.5	gene_name=TPGS2
Parent=ENST00000589054.5	gene_name=NEDD4L
Parent=ENST00000589056.5	gene_name=PIK3C3
Parent=ENST00000589057.5	gene_name=APOC4-APOC2
Parent=ENST00000589082.1	gene_name=MXRA7
Parent=ENST00000589083.5	gene_name=STX10
Parent=ENST00000589093.5	gene_name=NLRP11
Parent=ENST00000589097.6	gene_name=PLEKHJ1
Parent=ENST00000589109.5	gene_name=RIT2
Parent=ENST00000589115.6	gene_name=GPX4
Parent=ENST00000589117.5	gene_name=ZNF540
Parent=ENST00000589123.5	gene_name=NFIC
Parent=ENST00000589130.5	gene_name=MAP4K1
Parent=ENST00000589145.1	gene_name=CYGB
Parent=ENST00000589146.5	gene_name=CAPNS1
Parent=ENST00000589160.5	gene_name=ZNF226
Parent=ENST00000589165.5	gene_name=ERCC1
Parent=ENST00000589171.5	gene_name=ELOF1
Parent=ENST00000589178.5	gene_name=ZSCAN30
Parent=ENST00000589181.5	gene_name=ANGPTL6
Parent=ENST00000589184.5	gene_name=TMUB2
Parent=ENST00000589209.5	gene_name=FXYD1
Parent=ENST00000589210.6	gene_name=EXOC7
Parent=ENST00000589222.5	gene_name=BCAS3
Parent=ENST00000589228.6	gene_name=PRKAR1A
Parent=ENST00000589230.6	gene_name=HEXIM2
Parent=ENST00000589235.5	gene_name=CIRBP
Parent=ENST00000589238.5	gene_name=IMPA2
Parent=ENST00000589240.1	gene_name=UBALD2
Parent=ENST00000589248.5	gene_name=ZNF235
Parent=ENST00000589256.5	gene_name=AFMID
Parent=ENST00000589258.1	gene_name=ENSG00000267140
Parent=ENST00000589261.5	gene_name=ICAM3
Parent=ENST00000589262.5	gene_name=ZNF177
Parent=ENST00000589265.5	gene_name=GRN
Parent=ENST00000589272.5	gene_name=RTBDN
Parent=ENST00000589280.1	gene_name=ZFP14
Parent=ENST00000589288.5	gene_name=ZNF532
Parent=ENST00000589289.1	gene_name=ZNF426
Parent=ENST00000589296.5	gene_name=CYTH1
Parent=ENST00000589297.5	gene_name=CYTH1
Parent=ENST00000589319.5	gene_name=ZNF793
Parent=ENST00000589322.7	gene_name=SLC14A1
Parent=ENST00000589327.5	gene_name=SMIM22
Parent=ENST00000589328.5	gene_name=PSTPIP2
Parent=ENST00000589332.7	gene_name=ZNF396
Parent=ENST00000589334.5	gene_name=TMEM101
Parent=ENST00000589339.6	gene_name=PIGN
Parent=ENST00000589342.1	gene_name=CYGB
Parent=ENST00000589359.5	gene_name=KANK2
Parent=ENST00000589377.1	gene_name=KCNJ16
Parent=ENST00000589378.5	gene_name=TJP3
Parent=ENST00000589390.5	gene_name=ZNF850
Parent=ENST00000589392.5	gene_name=ZNF875
Parent=ENST00000589410.2	gene_name=MC5R
Parent=ENST00000589413.5	gene_name=ZNF383
Parent=ENST00000589424.5	gene_name=USP36
Parent=ENST00000589432.5	gene_name=ACAA2
Parent=ENST00000589467.1	gene_name=COX6B2
Parent=ENST00000589480.6	gene_name=PRKAR1A
Parent=ENST00000589498.5	gene_name=ZNF519
Parent=ENST00000589517.1	gene_name=TYROBP
Parent=ENST00000589522.1	gene_name=ZNF233
Parent=ENST00000589544.5	gene_name=NOL4
Parent=ENST00000589548.6	gene_name=CXXC1
Parent=ENST00000589553.5	gene_name=TMC6
Parent=ENST00000589555.5	gene_name=TMEM205
Parent=ENST00000589559.5	gene_name=RBM42
Parent=ENST00000589576.6	gene_name=DNAJC7
Parent=ENST00000589578.5	gene_name=PIP5K1C
Parent=ENST00000589599.5	gene_name=H3-3B
Parent=ENST00000589606.5	gene_name=CC2D1A
Parent=ENST00000589614.5	gene_name=TREM1
Parent=ENST00000589620.6	gene_name=FUT3
Parent=ENST00000589626.5	gene_name=FBXL12
Parent=ENST00000589634.1	gene_name=SMAD7
Parent=ENST00000589646.5	gene_name=FAAP24
Parent=ENST00000589647.5	gene_name=MAP2K6
Parent=ENST00000589655.1	gene_name=RAB3D
Parent=ENST00000589656.6	gene_name=RPS15
Parent=ENST00000589666.6	gene_name=UNK
Parent=ENST00000589677.5	gene_name=SMARCA4
Parent=ENST00000589683.5	gene_name=RAMP2
Parent=ENST00000589691.1	gene_name=TMC8
Parent=ENST00000589699.1	gene_name=MAPRE2
Parent=ENST00000589700.5	gene_name=SLC14A1
Parent=ENST00000589703.5	gene_name=ZNF45
Parent=ENST00000589707.5	gene_name=ZNF227
Parent=ENST00000589710.5	gene_name=CIRBP
Parent=ENST00000589711.1	gene_name=SYNGR2
Parent=ENST00000589717.2	gene_name=ZNF253
Parent=ENST00000589718.5	gene_name=BCL2L14
Parent=ENST00000589720.6	gene_name=PIGN
Parent=ENST00000589721.5	gene_name=SMIM22
Parent=ENST00000589776.1	gene_name=NKPD1
Parent=ENST00000589781.1	gene_name=APOC1
Parent=ENST00000589785.1	gene_name=TMUB2
Parent=ENST00000589786.5	gene_name=KCTD15
Parent=ENST00000589799.5	gene_name=ZNF235
Parent=ENST00000589804.1	gene_name=POLR1G
Parent=ENST00000589807.1	gene_name=ENSG00000267120
Parent=ENST00000589824.6	gene_name=NLRP11
Parent=ENST00000589833.5	gene_name=ZNF569
Parent=ENST00000589838.5	gene_name=PRKCSH
Parent=ENST00000589852.5	gene_name=FAM32A
Parent=ENST00000589856.1	gene_name=TMUB2
Parent=ENST00000589866.5	gene_name=RNMT
Parent=ENST00000589871.1	gene_name=RBM42
Parent=ENST00000589872.1	gene_name=NBR1
Parent=ENST00000589876.5	gene_name=EML2
Parent=ENST00000589880.1	gene_name=UQCR11
Parent=ENST00000589881.5	gene_name=ZNF24
Parent=ENST00000589894.1	gene_name=KANK2
Parent=ENST00000589913.6	gene_name=RPL27
Parent=ENST00000589918.5	gene_name=FUT3
Parent=ENST00000589935.1	gene_name=WDR7
Parent=ENST00000589940.5	gene_name=CXXC1
Parent=ENST00000589955.2	gene_name=BCL2
Parent=ENST00000589966.1	gene_name=TBXA2R
Parent=ENST00000589970.5	gene_name=DMAC2
Parent=ENST00000589977.5	gene_name=METTL23
Parent=ENST00000589978.1	gene_name=UBE2S
Parent=ENST00000589992.1	gene_name=ST6GALNAC1
Parent=ENST00000589994.6	gene_name=PRKACA
Parent=ENST00000589996.5	gene_name=TBCB
Parent=ENST00000589998.5	gene_name=ILF3
Parent=ENST00000590002.1	gene_name=GALP
Parent=ENST00000590008.5	gene_name=ZNF781
Parent=ENST00000590016.5	gene_name=RAD51D
Parent=ENST00000590030.5	gene_name=NLRP7
Parent=ENST00000590068.1	gene_name=UBL5
Parent=ENST00000590071.7	gene_name=WTIP
Parent=ENST00000590078.5	gene_name=EZH1
Parent=ENST00000590083.5	gene_name=CBARP
Parent=ENST00000590089.5	gene_name=ZNF226
Parent=ENST00000590099.6	gene_name=BECN1
Parent=ENST00000590129.1	gene_name=KIF18B
Parent=ENST00000590151.5	gene_name=ACLY
Parent=ENST00000590153.1	gene_name=SSH2
Parent=ENST00000590155.5	gene_name=ZNF562
Parent=ENST00000590161.2	gene_name=PALM
Parent=ENST00000590175.5	gene_name=CYGB
Parent=ENST00000590179.1	gene_name=FAAP24
Parent=ENST00000590191.1	gene_name=DNAAF8
Parent=ENST00000590194.5	gene_name=SLC25A39
Parent=ENST00000590201.1	gene_name=SYNGR2
Parent=ENST00000590202.3	gene_name=ZNF519
Parent=ENST00000590208.5	gene_name=MBD1
Parent=ENST00000590212.1	gene_name=SNRPD2
Parent=ENST00000590214.5	gene_name=ARHGAP45
Parent=ENST00000590217.5	gene_name=PSMG2
Parent=ENST00000590221.5	gene_name=WBP2
Parent=ENST00000590230.5	gene_name=ELANE
Parent=ENST00000590235.5	gene_name=TMUB2
Parent=ENST00000590247.7	gene_name=PDCD5
Parent=ENST00000590261.5	gene_name=ILF3
Parent=ENST00000590281.1	gene_name=FAAP24
Parent=ENST00000590282.5	gene_name=NFIC
Parent=ENST00000590306.5	gene_name=ZNF266
Parent=ENST00000590308.1	gene_name=LDLRAD4
Parent=ENST00000590310.2	gene_name=NMT1
Parent=ENST00000590317.4	gene_name=LYPD8
Parent=ENST00000590327.6	gene_name=TSPAN16
Parent=ENST00000590329.5	gene_name=YIPF2
Parent=ENST00000590330.1	gene_name=RNF165
Parent=ENST00000590333.5	gene_name=BRSK1
Parent=ENST00000590335.1	gene_name=FOSB
Parent=ENST00000590341.5	gene_name=SLC7A9
Parent=ENST00000590360.2	gene_name=APOC2
Parent=ENST00000590381.5	gene_name=SLC66A2
Parent=ENST00000590389.5	gene_name=MICOS13
Parent=ENST00000590393.1	gene_name=MFSD11
Parent=ENST00000590420.1	gene_name=ACP5
Parent=ENST00000590430.5	gene_name=TK1
Parent=ENST00000590449.1	gene_name=BIRC5
Parent=ENST00000590469.6	gene_name=APC2
Parent=ENST00000590474.7	gene_name=MAP2K6
Parent=ENST00000590503.5	gene_name=ZNF383
Parent=ENST00000590508.6	gene_name=ZSWIM4
Parent=ENST00000590509.5	gene_name=PTPRS
Parent=ENST00000590514.5	gene_name=MFSD11
Parent=ENST00000590515.1	gene_name=BCL2
Parent=ENST00000590526.5	gene_name=RTN2
Parent=ENST00000590532.2	gene_name=ENSG00000266997
Parent=ENST00000590536.5	gene_name=TLE2
Parent=ENST00000590542.1	gene_name=NLRP8
Parent=ENST00000590546.6	gene_name=USP36
Parent=ENST00000590550.6	gene_name=MBD3
Parent=ENST00000590551.1	gene_name=U2AF2
Parent=ENST00000590574.6	gene_name=SMARCA4
Parent=ENST00000590577.2	gene_name=ARHGAP45
Parent=ENST00000590592.6	gene_name=FHOD3
Parent=ENST00000590597.6	gene_name=CEP89
Parent=ENST00000590602.6	gene_name=TMC6
Parent=ENST00000590612.1	gene_name=ZNF225
Parent=ENST00000590615.5	gene_name=ZNF155
Parent=ENST00000590616.2	gene_name=ZNF177
Parent=ENST00000590625.5	gene_name=IL11
Parent=ENST00000590641.6	gene_name=DMAC2
Parent=ENST00000590645.1	gene_name=ABCA6
Parent=ENST00000590661.1	gene_name=ABHD17A
Parent=ENST00000590665.5	gene_name=ATP5F1A
Parent=ENST00000590669.5	gene_name=MRPL4
Parent=ENST00000590671.5	gene_name=NCLN
Parent=ENST00000590686.5	gene_name=FXYD5
Parent=ENST00000590700.5	gene_name=ELOF1
Parent=ENST00000590720.6	gene_name=PSME3
Parent=ENST00000590722.2	gene_name=ENSG00000267699
Parent=ENST00000590726.7	gene_name=STAT5A
Parent=ENST00000590729.5	gene_name=LONP1
Parent=ENST00000590751.5	gene_name=ZNF571
Parent=ENST00000590752.5	gene_name=SYT4
Parent=ENST00000590756.5	gene_name=AP1M1
Parent=ENST00000590757.1	gene_name=INO80C
Parent=ENST00000590758.3	gene_name=GJC1
Parent=ENST00000590760.5	gene_name=PSMC3IP
Parent=ENST00000590769.5	gene_name=UBN1
Parent=ENST00000590774.6	gene_name=DNAJC7
Parent=ENST00000590782.6	gene_name=PPL
Parent=ENST00000590798.1	gene_name=ENSG00000267179
Parent=ENST00000590800.6	gene_name=ZBTB7C
Parent=ENST00000590841.5	gene_name=OLFM2
Parent=ENST00000590842.5	gene_name=TPGS2
Parent=ENST00000590851.5	gene_name=SYT5
Parent=ENST00000590853.5	gene_name=PRKACA
Parent=ENST00000590862.5	gene_name=TK1
Parent=ENST00000590868.5	gene_name=RMC1
Parent=ENST00000590874.5	gene_name=CAPNS1
Parent=ENST00000590891.1	gene_name=UBALD1
Parent=ENST00000590898.5	gene_name=RPRD1A
Parent=ENST00000590900.5	gene_name=COX6B2
Parent=ENST00000590910.1	gene_name=RIT2
Parent=ENST00000590917.5	gene_name=SEPTIN9
Parent=ENST00000590918.6	gene_name=GIPR
Parent=ENST00000590923.5	gene_name=AP1M2
Parent=ENST00000590941.5	gene_name=RUNDC3A
Parent=ENST00000590949.6	gene_name=STAT5A
Parent=ENST00000590954.5	gene_name=TXNL1
Parent=ENST00000590956.5	gene_name=PRELID3A
Parent=ENST00000590958.5	gene_name=COASY
Parent=ENST00000590959.5	gene_name=SPHK1
Parent=ENST00000590964.5	gene_name=METTL23
Parent=ENST00000590965.1	gene_name=UBALD1
Parent=ENST00000590967.5	gene_name=TUBB6
Parent=ENST00000590986.5	gene_name=SLC39A6
Parent=ENST00000590996.6	gene_name=NBR1
Parent=ENST00000591009.1	gene_name=FBXL12
Parent=ENST00000591022.6	gene_name=PLEKHH3
Parent=ENST00000591025.1	gene_name=ZNF488
Parent=ENST00000591027.2	gene_name=C19orf25
Parent=ENST00000591032.1	gene_name=RPS15
Parent=ENST00000591035.1	gene_name=ENSG00000267318
Parent=ENST00000591046.1	gene_name=ZNF524
Parent=ENST00000591048.2	gene_name=UNC45B
Parent=ENST00000591058.5	gene_name=CYP4F3
Parent=ENST00000591081.1	gene_name=GALNT1
Parent=ENST00000591083.5	gene_name=ZNF532
Parent=ENST00000591088.5	gene_name=SEPTIN9
Parent=ENST00000591090.5	gene_name=GET3
Parent=ENST00000591092.5	gene_name=RANBP3
Parent=ENST00000591099.6	gene_name=PLEKHJ1
Parent=ENST00000591104.5	gene_name=ECSIT
Parent=ENST00000591111.5	gene_name=TTN
Parent=ENST00000591115.5	gene_name=PTPN2
Parent=ENST00000591134.5	gene_name=ZNF875
Parent=ENST00000591142.5	gene_name=MKNK2
Parent=ENST00000591179.5	gene_name=ODAD3
Parent=ENST00000591182.5	gene_name=DTNA
Parent=ENST00000591198.5	gene_name=SEPTIN9
Parent=ENST00000591200.5	gene_name=ANGPTL8
Parent=ENST00000591206.5	gene_name=ZNF397
Parent=ENST00000591208.1	gene_name=TUBB6
Parent=ENST00000591214.5	gene_name=SMAD2
Parent=ENST00000591228.4	gene_name=PPY
Parent=ENST00000591230.5	gene_name=ZNF532
Parent=ENST00000591238.6	gene_name=PIGN
Parent=ENST00000591241.1	gene_name=CCDC106
Parent=ENST00000591247.6	gene_name=LSM12
Parent=ENST00000591259.5	gene_name=ZNF875
Parent=ENST00000591265.1	gene_name=ZNF554
Parent=ENST00000591282.5	gene_name=CELF4
Parent=ENST00000591287.5	gene_name=CELF4
Parent=ENST00000591291.5	gene_name=PPP1R14A
Parent=ENST00000591337.7	gene_name=PWWP3A
Parent=ENST00000591340.6	gene_name=ZNF529
Parent=ENST00000591344.2	gene_name=ZNF850
Parent=ENST00000591349.5	gene_name=GIPC1
Parent=ENST00000591366.5	gene_name=ZNF93
Parent=ENST00000591382.5	gene_name=EFTUD2
Parent=ENST00000591397.1	gene_name=ATF7
Parent=ENST00000591399.5	gene_name=WBP2
Parent=ENST00000591401.5	gene_name=UBALD1
Parent=ENST00000591403.5	gene_name=ACSBG2
Parent=ENST00000591416.5	gene_name=MBD1
Parent=ENST00000591417.5	gene_name=ZNF875
Parent=ENST00000591429.1	gene_name=ELAC1
Parent=ENST00000591436.5	gene_name=TMC6
Parent=ENST00000591437.5	gene_name=SEC14L1
Parent=ENST00000591446.7	gene_name=MIDN
Parent=ENST00000591451.5	gene_name=GLYR1
Parent=ENST00000591455.5	gene_name=CYTH1
Parent=ENST00000591462.6	gene_name=PRKCSH
Parent=ENST00000591470.5	gene_name=GCDH
Parent=ENST00000591471.5	gene_name=ZNF875
Parent=ENST00000591479.1	gene_name=ZNF784
Parent=ENST00000591495.5	gene_name=MAST1
Parent=ENST00000591497.5	gene_name=PTPN2
Parent=ENST00000591504.6	gene_name=CCDC68
Parent=ENST00000591513.5	gene_name=HIGD1B
Parent=ENST00000591517.5	gene_name=MAP4K1
Parent=ENST00000591519.1	gene_name=VPS4B
Parent=ENST00000591522.2	gene_name=KATNAL2
Parent=ENST00000591529.5	gene_name=TLE2
Parent=ENST00000591534.5	gene_name=BRCA1
Parent=ENST00000591535.5	gene_name=MBD1
Parent=ENST00000591537.5	gene_name=ZNF471
Parent=ENST00000591539.1	gene_name=ZNF555
Parent=ENST00000591562.1	gene_name=AOC3
Parent=ENST00000591571.5	gene_name=METTL23
Parent=ENST00000591576.5	gene_name=HEXIM2
Parent=ENST00000591578.5	gene_name=CCDC106
Parent=ENST00000591585.1	gene_name=PPP1R14A
Parent=ENST00000591586.5	gene_name=BRME1
Parent=ENST00000591588.1	gene_name=MKNK2
Parent=ENST00000591589.3	gene_name=RDH8
Parent=ENST00000591590.1	gene_name=NAT14
Parent=ENST00000591597.5	gene_name=APOC2
Parent=ENST00000591600.1	gene_name=APOC4
Parent=ENST00000591607.1	gene_name=GEMIN7
Parent=ENST00000591608.2	gene_name=PLPPR2
Parent=ENST00000591613.2	gene_name=ENSG00000188223
Parent=ENST00000591619.5	gene_name=KIAA1328
Parent=ENST00000591620.1	gene_name=TREM1
Parent=ENST00000591633.2	gene_name=LGI4
Parent=ENST00000591635.5	gene_name=FHOD3
Parent=ENST00000591636.5	gene_name=ERCC1
Parent=ENST00000591655.3	gene_name=PNLIPRP2
Parent=ENST00000591656.1	gene_name=ENSG00000267335
Parent=ENST00000591660.5	gene_name=ATP5F1D
Parent=ENST00000591674.5	gene_name=ELOF1
Parent=ENST00000591679.5	gene_name=ZNF285
Parent=ENST00000591680.6	gene_name=GPATCH8
Parent=ENST00000591695.5	gene_name=TMED1
Parent=ENST00000591708.1	gene_name=SMIM24
Parent=ENST00000591711.5	gene_name=TXNL4A
Parent=ENST00000591712.1	gene_name=ZFR2
Parent=ENST00000591713.5	gene_name=ETV4
Parent=ENST00000591747.5	gene_name=GEMIN7
Parent=ENST00000591755.5	gene_name=YIF1B
Parent=ENST00000591765.1	gene_name=CCR10
Parent=ENST00000591773.5	gene_name=CANT1
Parent=ENST00000591776.5	gene_name=EIF1
Parent=ENST00000591778.5	gene_name=LGALS3BP
Parent=ENST00000591784.5	gene_name=YIF1B
Parent=ENST00000591790.5	gene_name=ZNF667
Parent=ENST00000591793.1	gene_name=ENSG00000267022
Parent=ENST00000591804.6	gene_name=RPS15
Parent=ENST00000591805.5	gene_name=SMAD7
Parent=ENST00000591806.6	gene_name=PWWP3A
Parent=ENST00000591808.6	gene_name=ZNF532
Parent=ENST00000591812.2	gene_name=RINL
Parent=ENST00000591813.5	gene_name=SHFL
Parent=ENST00000591814.5	gene_name=NFATC1
Parent=ENST00000591834.1	gene_name=ATF7-NPFF
Parent=ENST00000591841.1	gene_name=CYP4F11
Parent=ENST00000591844.5	gene_name=ZFP28
Parent=ENST00000591849.5	gene_name=BRCA1
Parent=ENST00000591858.5	gene_name=FOSB
Parent=ENST00000591859.5	gene_name=ACBD4
Parent=ENST00000591863.1	gene_name=CEP89
Parent=ENST00000591864.1	gene_name=MFSD11
Parent=ENST00000591870.1	gene_name=SMIM22
Parent=ENST00000591871.1	gene_name=TIMM13
Parent=ENST00000591885.5	gene_name=RHBDF2
Parent=ENST00000591889.2	gene_name=ENSG00000267748
Parent=ENST00000591890.5	gene_name=H3-3B
Parent=ENST00000591897.5	gene_name=UBALD1
Parent=ENST00000591899.8	gene_name=UQCR11
Parent=ENST00000591902.6	gene_name=KDSR
Parent=ENST00000591909.5	gene_name=TUBB6
Parent=ENST00000591912.1	gene_name=ELOF1
Parent=ENST00000591916.7	gene_name=PTGES3L
Parent=ENST00000591935.5	gene_name=CIRBP
Parent=ENST00000591944.1	gene_name=ENSG00000267179
Parent=ENST00000591949.1	gene_name=PSENEN
Parent=ENST00000591952.5	gene_name=AFMID
Parent=ENST00000591954.3	gene_name=ENSG00000267706
Parent=ENST00000591998.6	gene_name=ZNF699
Parent=ENST00000592003.1	gene_name=KLF2
Parent=ENST00000592005.5	gene_name=KATNAL2
Parent=ENST00000592014.6	gene_name=PRCD
Parent=ENST00000592035.5	gene_name=PSMD8
Parent=ENST00000592057.1	gene_name=GASK1B
Parent=ENST00000592062.5	gene_name=TRMT1
Parent=ENST00000592067.1	gene_name=FBXL12
Parent=ENST00000592099.5	gene_name=PTPRS
Parent=ENST00000592141.6	gene_name=COX6B1
Parent=ENST00000592148.1	gene_name=MXRA7
Parent=ENST00000592149.5	gene_name=PRELID3A
Parent=ENST00000592153.5	gene_name=C19orf12
Parent=ENST00000592155.5	gene_name=PALM
Parent=ENST00000592160.5	gene_name=ZNF93
Parent=ENST00000592162.5	gene_name=ACBD4
Parent=ENST00000592168.5	gene_name=ZNF875
Parent=ENST00000592169.2	gene_name=PSME3
Parent=ENST00000592173.5	gene_name=INO80C
Parent=ENST00000592179.6	gene_name=ANKRD29
Parent=ENST00000592199.6	gene_name=NFIX
Parent=ENST00000592202.5	gene_name=RBM42
Parent=ENST00000592204.5	gene_name=RTBDN
Parent=ENST00000592205.5	gene_name=AZU1
Parent=ENST00000592223.5	gene_name=NFATC1
Parent=ENST00000592224.5	gene_name=SAFB
Parent=ENST00000592231.6	gene_name=USP36
Parent=ENST00000592241.5	gene_name=ZNF268
Parent=ENST00000592246.5	gene_name=YIF1B
Parent=ENST00000592257.5	gene_name=APOC2
Parent=ENST00000592264.1	gene_name=ZNF397
Parent=ENST00000592268.5	gene_name=RAD23A
Parent=ENST00000592271.1	gene_name=RNF157
Parent=ENST00000592273.5	gene_name=TRIR
Parent=ENST00000592278.1	gene_name=ZSCAN30
Parent=ENST00000592280.1	gene_name=MOB3A
Parent=ENST00000592282.1	gene_name=ZNF260
Parent=ENST00000592287.5	gene_name=TNPO2
Parent=ENST00000592292.5	gene_name=ZNF266
Parent=ENST00000592299.6	gene_name=SPHK1
Parent=ENST00000592312.5	gene_name=ECSIT
Parent=ENST00000592313.1	gene_name=KLF16
Parent=ENST00000592325.1	gene_name=SLFN5
Parent=ENST00000592339.5	gene_name=USP32
Parent=ENST00000592350.5	gene_name=ZNF221
Parent=ENST00000592355.5	gene_name=ZSCAN5A
Parent=ENST00000592375.6	gene_name=EPOR
Parent=ENST00000592383.5	gene_name=G6PC1
Parent=ENST00000592398.1	gene_name=ZFR2
Parent=ENST00000592409.5	gene_name=KIRREL2
Parent=ENST00000592426.5	gene_name=TUBD1
Parent=ENST00000592434.5	gene_name=TOMM40
Parent=ENST00000592436.5	gene_name=FOSB
Parent=ENST00000592437.5	gene_name=ZNF234
Parent=ENST00000592490.5	gene_name=ZNF569
Parent=ENST00000592501.5	gene_name=GZMM
Parent=ENST00000592502.2	gene_name=ZNF101
Parent=ENST00000592504.5	gene_name=ZNF559
Parent=ENST00000592521.5	gene_name=KIAA1328
Parent=ENST00000592522.5	gene_name=DAZAP1
Parent=ENST00000592524.6	gene_name=GJC1
Parent=ENST00000592528.5	gene_name=PLIN3
Parent=ENST00000592529.6	gene_name=ZNF180
Parent=ENST00000592533.5	gene_name=ZNF540
Parent=ENST00000592535.6	gene_name=APOC1
Parent=ENST00000592537.5	gene_name=IGFLR1
Parent=ENST00000592540.6	gene_name=SPC24
Parent=ENST00000592546.5	gene_name=RFX2
Parent=ENST00000592554.2	gene_name=FAM20A
Parent=ENST00000592558.1	gene_name=EIF3K
Parent=ENST00000592563.1	gene_name=FUT6
Parent=ENST00000592574.1	gene_name=ENSG00000267261
Parent=ENST00000592576.5	gene_name=EFTUD2
Parent=ENST00000592581.5	gene_name=ZNF233
Parent=ENST00000592585.1	gene_name=FIZ1
Parent=ENST00000592588.7	gene_name=RPS15
Parent=ENST00000592590.6	gene_name=TMEM259
Parent=ENST00000592595.5	gene_name=MAPK4
Parent=ENST00000592610.1	gene_name=PLIN5
Parent=ENST00000592623.5	gene_name=RPS15
Parent=ENST00000592625.5	gene_name=ZNF763
Parent=ENST00000592634.5	gene_name=NDUFA11
Parent=ENST00000592641.5	gene_name=ANGPTL6
Parent=ENST00000592643.5	gene_name=H3-3B
Parent=ENST00000592647.1	gene_name=TRAPPC6A
Parent=ENST00000592654.3	gene_name=NMT1
Parent=ENST00000592683.5	gene_name=TUBB6
Parent=ENST00000592685.5	gene_name=PDE4A
Parent=ENST00000592688.1	gene_name=MYO5B
Parent=ENST00000592694.5	gene_name=YIF1B
Parent=ENST00000592695.1	gene_name=HEXIM2
Parent=ENST00000592711.5	gene_name=ANKS3
Parent=ENST00000592734.5	gene_name=BIRC5
Parent=ENST00000592740.5	gene_name=ENSG00000266953
Parent=ENST00000592741.5	gene_name=PRKCSH
Parent=ENST00000592743.5	gene_name=EZH1
Parent=ENST00000592763.5	gene_name=ILF3
Parent=ENST00000592764.5	gene_name=RNMT
Parent=ENST00000592765.5	gene_name=WDR88
Parent=ENST00000592780.5	gene_name=ZNF225
Parent=ENST00000592782.5	gene_name=NMT1
Parent=ENST00000592784.5	gene_name=NLRP7
Parent=ENST00000592786.5	gene_name=PDCD5
Parent=ENST00000592791.1	gene_name=UBA2
Parent=ENST00000592796.2	gene_name=PYY
Parent=ENST00000592798.5	gene_name=ASF1B
Parent=ENST00000592800.6	gene_name=PRKAR1A
Parent=ENST00000592810.1	gene_name=PLEKHF1
Parent=ENST00000592811.5	gene_name=FOSB
Parent=ENST00000592813.5	gene_name=ZMYND15
Parent=ENST00000592825.1	gene_name=TMUB2
Parent=ENST00000592837.1	gene_name=TXNL4A
Parent=ENST00000592854.5	gene_name=C19orf38
Parent=ENST00000592859.1	gene_name=ZNF846
Parent=ENST00000592860.2	gene_name=CFD
Parent=ENST00000592864.3	gene_name=CACNA1A
Parent=ENST00000592872.5	gene_name=C19orf25
Parent=ENST00000592875.6	gene_name=C18orf21
Parent=ENST00000592885.5	gene_name=APOC1
Parent=ENST00000592889.1	gene_name=IGFLR1
Parent=ENST00000592896.5	gene_name=ZNF559
Parent=ENST00000592902.6	gene_name=DCAKD
Parent=ENST00000592904.7	gene_name=ZNF266
Parent=ENST00000592922.6	gene_name=DMAC2
Parent=ENST00000592923.5	gene_name=CNN1
Parent=ENST00000592947.5	gene_name=FSTL3
Parent=ENST00000592949.5	gene_name=ZNF444
Parent=ENST00000592951.5	gene_name=SEPTIN9
Parent=ENST00000592953.5	gene_name=NLRP11
Parent=ENST00000592954.2	gene_name=APOC4
Parent=ENST00000592955.5	gene_name=TSPAN16
Parent=ENST00000592957.1	gene_name=TXNL4A
Parent=ENST00000592997.6	gene_name=GALK1
Parent=ENST00000593003.5	gene_name=ZNF426
Parent=ENST00000593035.5	gene_name=TPGS2
Parent=ENST00000593039.5	gene_name=ENSG00000267618
Parent=ENST00000593052.5	gene_name=RPS15
Parent=ENST00000593074.5	gene_name=CLIP3
Parent=ENST00000593087.1	gene_name=UBL5
Parent=ENST00000593105.5	gene_name=ZNF286A
Parent=ENST00000593119.5	gene_name=LONP1
Parent=ENST00000593133.5	gene_name=ZNF571
Parent=ENST00000593135.6	gene_name=KIF18B
Parent=ENST00000593142.5	gene_name=ZNF260
Parent=ENST00000593147.5	gene_name=ENSG00000257062
Parent=ENST00000593149.5	gene_name=EIF3K
Parent=ENST00000593152.6	gene_name=ATP5F1A
Parent=ENST00000593164.6	gene_name=ZNF283
Parent=ENST00000593181.5	gene_name=MFSD11
Parent=ENST00000593184.5	gene_name=COX6B2
Parent=ENST00000593209.5	gene_name=GHDC
Parent=ENST00000593256.6	gene_name=TMEM205
Parent=ENST00000593274.1	gene_name=C19orf53
Parent=ENST00000593360.1	gene_name=HAUS8
Parent=ENST00000593428.5	gene_name=KLK5
Parent=ENST00000593442.5	gene_name=AP2S1
